,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
1410,Spring,0,0, Mist + Cloudy ,9.84,12.88,93,7.0015,1328400000000000000,1,Sunday,February,51
1411,Spring,0,1," Light Snow, Light Rain",13.12,15.15,66,22.0028,1326758400000000000,5,Tuesday,January,13
1412,Summer,0,1, Mist + Cloudy ,21.32,25.0,88,8.9981,1305244800000000000,16,Friday,May,300
1413,Spring,0,0, Mist + Cloudy ,18.04,21.97,77,19.9995,1299283200000000000,23,Saturday,March,44
1414,Fall,0,1, Mist + Cloudy ,31.16,34.85,52,19.9995,1344988800000000000,14,Wednesday,August,255
1415,Winter,0,1, Clear + Few clouds,13.94,17.425,87,6.0032,1320710400000000000,0,Tuesday,November,18
1416,Winter,0,1, Clear + Few clouds,19.68,23.485,77,7.0015,1323993600000000000,2,Friday,December,23
1417,Spring,0,1, Mist + Cloudy ,11.48,15.91,87,0.0,1297123200000000000,0,Tuesday,February,10
1418,Fall,0,1, Clear + Few clouds,24.6,29.545,73,12.998,1310688000000000000,3,Friday,July,7
1419,Winter,0,1, Clear + Few clouds,22.96,26.515,52,12.998,1350432000000000000,16,Wednesday,October,466
1420,Winter,1,0, Mist + Cloudy ,14.76,17.425,71,15.0013,1349654400000000000,8,Monday,October,397
1421,Spring,0,1, Clear + Few clouds,16.4,20.455,37,23.9994,1329436800000000000,14,Friday,February,170
1422,Fall,0,0, Clear + Few clouds,31.16,34.09,40,12.998,1344729600000000000,14,Sunday,August,579
1423,Summer,0,1, Clear + Few clouds,24.6,30.305,64,22.0028,1337212800000000000,4,Thursday,May,16
1424,Fall,0,1, Clear + Few clouds,32.8,34.85,29,0.0,1313020800000000000,14,Thursday,August,142
1425,Spring,0,1," Light Snow, Light Rain",6.56,8.335,80,11.0014,1297209600000000000,22,Wednesday,February,46
1426,Summer,0,0, Mist + Cloudy ,21.32,25.0,94,11.0014,1305331200000000000,10,Saturday,May,167
1427,Summer,0,0," Light Snow, Light Rain",13.94,15.15,76,26.0027,1301702400000000000,15,Saturday,April,136
1428,Spring,0,1, Clear + Few clouds,14.76,15.91,50,35.0008,1297641600000000000,21,Monday,February,43
1429,Summer,0,1, Mist + Cloudy ,29.52,35.605,84,11.0014,1307577600000000000,2,Thursday,June,6
1430,Spring,0,1, Clear + Few clouds,13.12,14.395,49,27.9993,1295395200000000000,21,Wednesday,January,59
1431,Winter,0,1, Mist + Cloudy ,22.14,25.76,77,7.0015,1349136000000000000,1,Tuesday,October,11
1432,Fall,0,1, Clear + Few clouds,36.08,39.395,35,15.0013,1341532800000000000,19,Friday,July,418
1433,Spring,0,1, Mist + Cloudy ,16.4,20.455,87,12.998,1331856000000000000,7,Friday,March,278
1434,Fall,0,0, Clear + Few clouds,29.52,34.09,66,0.0,1310256000000000000,8,Sunday,July,92
1435,Spring,0,1, Mist + Cloudy ,4.1,5.305,46,12.998,1325635200000000000,12,Wednesday,January,84
1436,Summer,0,0, Clear + Few clouds,28.7,31.82,42,22.0028,1334448000000000000,17,Sunday,April,623
1437,Fall,0,1, Clear + Few clouds,34.44,37.88,44,19.0012,1310428800000000000,19,Tuesday,July,337
1438,Summer,0,1, Clear + Few clouds,21.32,25.0,94,8.9981,1305504000000000000,1,Monday,May,14
1439,Fall,0,1," Light Snow, Light Rain",33.62,37.88,46,8.9981,1310515200000000000,13,Wednesday,July,158
1440,Summer,0,0, Clear + Few clouds,21.32,25.0,72,6.0032,1339891200000000000,7,Sunday,June,48
1441,Summer,0,1," Light Snow, Light Rain",15.58,19.695,94,22.0028,1304467200000000000,4,Wednesday,May,3
1442,Spring,0,1, Mist + Cloudy ,9.84,12.12,87,11.0014,1328745600000000000,0,Thursday,February,26
1443,Spring,0,1, Clear + Few clouds,6.56,9.09,86,8.9981,1328486400000000000,8,Monday,February,444
1444,Fall,0,0, Clear + Few clouds,30.34,35.605,74,0.0,1346544000000000000,18,Sunday,September,500
1445,Fall,0,1, Clear + Few clouds,26.24,29.545,78,8.9981,1315872000000000000,22,Tuesday,September,144
1446,Fall,0,1, Mist + Cloudy ,31.98,36.365,55,6.0032,1344211200000000000,12,Monday,August,285
1447,Spring,0,1, Mist + Cloudy ,17.22,21.21,67,8.9981,1328140800000000000,3,Thursday,February,2
1448,Spring,0,0, Clear + Few clouds,12.3,13.635,33,22.0028,1331337600000000000,12,Saturday,March,329
1449,Winter,0,0, Clear + Few clouds,17.22,21.21,32,19.9995,1321660800000000000,14,Saturday,November,349
1450,Winter,0,1, Mist + Cloudy ,13.94,17.425,81,6.0032,1320278400000000000,8,Thursday,November,402
1451,Winter,0,1, Mist + Cloudy ,21.32,25.0,72,26.0027,1350259200000000000,20,Monday,October,256
1452,Fall,0,0, Clear + Few clouds,29.52,34.85,79,6.0032,1344124800000000000,22,Sunday,August,157
1453,Fall,0,1," Light Snow, Light Rain",26.24,28.03,94,8.9981,1310515200000000000,15,Wednesday,July,46
1454,Fall,0,0, Clear + Few clouds,33.62,39.395,56,0.0,1341100800000000000,9,Sunday,July,219
1455,Summer,0,1, Clear + Few clouds,21.32,25.0,32,22.0028,1302048000000000000,15,Wednesday,April,117
1456,Summer,0,1, Mist + Cloudy ,14.76,16.665,71,19.0012,1302220800000000000,10,Friday,April,73
1457,Winter,1,0, Clear + Few clouds,16.4,20.455,76,8.9981,1352678400000000000,3,Monday,November,4
1458,Winter,0,0, Clear + Few clouds,13.94,17.425,87,7.0015,1322956800000000000,22,Sunday,December,64
1459,Spring,0,0, Clear + Few clouds,10.66,12.12,41,16.9979,1330819200000000000,22,Sunday,March,62
1460,Spring,0,1, Mist + Cloudy ,3.28,6.06,42,6.0032,1325635200000000000,11,Wednesday,January,46
1461,Winter,0,1, Mist + Cloudy ,25.42,28.03,88,7.0015,1349222400000000000,8,Wednesday,October,809
1462,Winter,0,1, Clear + Few clouds,13.12,14.395,42,26.0027,1321488000000000000,17,Thursday,November,399
1463,Fall,0,1, Mist + Cloudy ,33.62,37.88,46,16.9979,1312243200000000000,20,Tuesday,August,288
1464,Winter,0,1, Clear + Few clouds,21.32,25.0,77,0.0,1349395200000000000,5,Friday,October,41
1465,Summer,0,0, Clear + Few clouds,29.52,33.335,51,6.0032,1307232000000000000,16,Sunday,June,398
1466,Fall,0,0, Clear + Few clouds,29.52,34.85,74,16.9979,1315094400000000000,21,Sunday,September,207
1467,Winter,0,1, Clear + Few clouds,9.84,11.365,44,15.0013,1321574400000000000,2,Friday,November,10
1468,Spring,0,0, Clear + Few clouds,18.86,22.725,41,19.9995,1299974400000000000,14,Sunday,March,250
1469,Spring,0,1, Clear + Few clouds,15.58,19.695,40,15.0013,1328486400000000000,13,Monday,February,141
1470,Winter,0,1, Clear + Few clouds,5.74,8.335,93,7.0015,1324252800000000000,5,Monday,December,21
1471,Winter,0,1, Mist + Cloudy ,25.42,27.275,94,0.0,1349222400000000000,1,Wednesday,October,19
1472,Summer,0,1, Clear + Few clouds,21.32,25.0,27,0.0,1334275200000000000,14,Friday,April,348
1473,Fall,0,1, Clear + Few clouds,24.6,31.06,49,0.0,1347321600000000000,9,Tuesday,September,358
1474,Fall,0,1, Clear + Few clouds,36.08,39.395,35,16.9979,1342483200000000000,19,Tuesday,July,547
1475,Winter,0,1, Clear + Few clouds,18.04,21.97,94,6.0032,1318896000000000000,2,Tuesday,October,5
1476,Summer,0,1, Mist + Cloudy ,28.7,32.575,58,15.0013,1339372800000000000,23,Monday,June,80
1477,Summer,0,0, Clear + Few clouds,23.78,27.275,83,15.0013,1305417600000000000,10,Sunday,May,226
1478,Summer,0,1, Clear + Few clouds,19.68,23.485,51,27.9993,1304467200000000000,15,Wednesday,May,129
1479,Spring,0,1, Clear + Few clouds,16.4,20.455,43,31.0009,1328140800000000000,18,Thursday,February,410
1480,Winter,0,1, Clear + Few clouds,24.6,30.305,60,8.9981,1318896000000000000,17,Tuesday,October,625
1481,Fall,0,1, Clear + Few clouds,16.4,20.455,71,19.0012,1316131200000000000,7,Friday,September,299
1482,Fall,0,1, Clear + Few clouds,32.8,38.635,59,8.9981,1309824000000000000,19,Tuesday,July,368
1483,Fall,0,0," Light Snow, Light Rain",27.06,30.305,78,11.0014,1344643200000000000,23,Saturday,August,163
1484,Fall,0,0, Mist + Cloudy ,29.52,34.09,66,11.0014,1315008000000000000,14,Saturday,September,380
1485,Winter,0,0, Clear + Few clouds,7.38,8.335,55,16.9979,1323561600000000000,2,Sunday,December,52
1486,Winter,0,0, Mist + Cloudy ,18.04,21.97,54,16.9979,1349568000000000000,4,Sunday,October,11
1487,Spring,0,0, Clear + Few clouds,11.48,13.635,36,15.0013,1330819200000000000,21,Sunday,March,79
1488,Winter,0,1, Clear + Few clouds,11.48,13.635,65,15.0013,1323302400000000000,2,Thursday,December,4
1489,Spring,0,1, Mist + Cloudy ,11.48,14.395,93,7.0015,1329436800000000000,7,Friday,February,226
1490,Summer,0,1, Mist + Cloudy ,22.14,25.76,52,6.0032,1303084800000000000,11,Monday,April,123
1491,Fall,0,0, Mist + Cloudy ,26.24,29.545,78,7.0015,1345334400000000000,17,Sunday,August,343
1492,Spring,0,0, Clear + Few clouds,12.3,13.635,36,23.9994,1331337600000000000,0,Saturday,March,77
1493,Spring,0,1, Mist + Cloudy ,12.3,12.12,70,36.9974,1326412800000000000,5,Friday,January,21
1494,Winter,0,1, Mist + Cloudy ,16.4,20.455,87,0.0,1317686400000000000,2,Tuesday,October,3
1495,Spring,0,1, Clear + Few clouds,9.84,11.365,60,15.0013,1326067200000000000,0,Monday,January,15
1496,Spring,0,1, Clear + Few clouds,26.24,31.06,33,22.0028,1297987200000000000,18,Friday,February,224
1497,Fall,0,1, Clear + Few clouds,33.62,39.395,56,0.0,1342569600000000000,9,Wednesday,July,297
1498,Winter,0,0, Mist + Cloudy ,16.4,20.455,62,22.0028,1353196800000000000,16,Sunday,November,372
1499,Spring,0,1," Light Snow, Light Rain",13.94,16.665,93,12.998,1326326400000000000,0,Thursday,January,3
1500,Spring,0,1," Light Snow, Light Rain",14.76,17.425,87,12.998,1330646400000000000,19,Friday,March,174
1501,Winter,0,1, Mist + Cloudy ,12.3,13.635,52,22.0028,1352073600000000000,5,Monday,November,39
1502,Summer,0,0, Mist + Cloudy ,25.42,30.305,61,11.0014,1336867200000000000,22,Sunday,May,131
1503,Summer,0,1," Light Snow, Light Rain",25.42,28.03,88,8.9981,1338508800000000000,6,Friday,June,141
1504,Spring,0,1, Clear + Few clouds,9.02,11.365,69,12.998,1299024000000000000,1,Wednesday,March,4
1505,Winter,0,0, Clear + Few clouds,8.2,10.605,75,11.0014,1324080000000000000,22,Saturday,December,80
1506,Winter,0,1, Mist + Cloudy ,13.12,17.425,57,0.0,1323820800000000000,10,Wednesday,December,142
1507,Winter,0,1, Clear + Few clouds,13.94,17.425,53,6.0032,1355443200000000000,19,Friday,December,319
1508,Winter,0,1, Mist + Cloudy ,19.68,23.485,88,12.998,1321401600000000000,17,Wednesday,November,233
1509,Fall,0,1, Mist + Cloudy ,29.52,34.09,62,8.9981,1341964800000000000,10,Wednesday,July,195
1510,Spring,0,1," Light Snow, Light Rain",13.12,15.91,93,11.0014,1299628800000000000,22,Wednesday,March,21
1511,Winter,0,1, Clear + Few clouds,10.66,12.88,41,12.998,1321574400000000000,9,Friday,November,213
1512,Winter,0,0, Clear + Few clouds,18.86,22.725,88,6.0032,1318118400000000000,0,Sunday,October,129
1513,Spring,0,1, Clear + Few clouds,12.3,16.665,24,0.0,1297382400000000000,17,Friday,February,211
1514,Fall,0,1, Clear + Few clouds,29.52,34.09,70,6.0032,1342483200000000000,2,Tuesday,July,7
1515,Summer,0,1, Mist + Cloudy ,27.06,31.06,74,19.0012,1336089600000000000,14,Friday,May,242
1516,Summer,0,0, Clear + Few clouds,16.4,20.455,50,6.0032,1301788800000000000,23,Sunday,April,31
1517,Spring,0,0, Clear + Few clouds,9.02,13.635,80,0.0,1293840000000000000,2,Saturday,January,32
1518,Spring,0,0, Clear + Few clouds,21.32,25.0,72,6.0032,1332028800000000000,21,Sunday,March,173
1519,Summer,0,0, Clear + Few clouds,17.22,21.21,82,7.0015,1304726400000000000,1,Saturday,May,58
1520,Summer,0,1, Clear + Few clouds,23.78,27.275,53,0.0,1338768000000000000,0,Monday,June,49
1521,Summer,0,1, Clear + Few clouds,18.86,22.725,41,19.0012,1302134400000000000,0,Thursday,April,20
1522,Summer,0,1, Clear + Few clouds,27.06,31.06,44,15.0013,1334620800000000000,4,Tuesday,April,9
1523,Summer,0,1," Light Snow, Light Rain",22.14,25.76,88,16.9979,1336953600000000000,10,Monday,May,59
1524,Fall,0,0, Clear + Few clouds,18.04,21.97,77,16.9979,1316304000000000000,6,Sunday,September,12
1525,Spring,0,1, Clear + Few clouds,5.74,10.605,59,0.0,1296777600000000000,7,Friday,February,87
1526,Fall,0,1, Clear + Few clouds,27.88,31.82,79,16.9979,1310083200000000000,5,Friday,July,27
1527,Fall,0,1, Clear + Few clouds,27.88,31.82,82,8.9981,1346716800000000000,1,Tuesday,September,24
1528,Winter,0,1, Mist + Cloudy ,12.3,14.395,65,12.998,1352937600000000000,7,Thursday,November,410
1529,Winter,0,1, Mist + Cloudy ,22.14,25.76,73,8.9981,1349049600000000000,21,Monday,October,218
1530,Spring,0,1," Light Snow, Light Rain",10.66,13.635,81,7.0015,1328659200000000000,16,Wednesday,February,75
1531,Winter,0,0, Mist + Cloudy ,9.84,14.395,81,0.0,1355529600000000000,3,Saturday,December,23
1532,Fall,0,0, Clear + Few clouds,26.24,31.06,61,12.998,1344729600000000000,5,Sunday,August,10
1533,Spring,0,1, Clear + Few clouds,4.1,6.82,54,6.0032,1297382400000000000,1,Friday,February,7
1534,Fall,0,1, Clear + Few clouds,31.16,34.85,55,16.9979,1310515200000000000,7,Wednesday,July,313
1535,Fall,0,1, Clear + Few clouds,30.34,34.09,55,16.9979,1312502400000000000,19,Friday,August,372
1536,Fall,0,1, Clear + Few clouds,25.42,31.06,57,0.0,1309478400000000000,4,Friday,July,6
1537,Spring,0,1, Clear + Few clouds,4.92,7.575,54,8.9981,1294876800000000000,6,Thursday,January,28
1538,Summer,0,1, Clear + Few clouds,27.06,31.06,41,12.998,1306972800000000000,4,Thursday,June,3
1539,Fall,0,0, Clear + Few clouds,27.88,31.82,79,0.0,1346457600000000000,5,Saturday,September,22
1540,Fall,0,1, Clear + Few clouds,31.98,37.88,66,0.0,1343865600000000000,20,Thursday,August,427
1541,Summer,0,0, Clear + Few clouds,14.76,17.425,71,8.9981,1334361600000000000,8,Saturday,April,160
1542,Summer,0,1," Light Snow, Light Rain",20.5,24.24,77,11.0014,1336608000000000000,0,Thursday,May,33
1543,Winter,0,1, Clear + Few clouds,15.58,19.695,46,11.0014,1324252800000000000,15,Monday,December,159
1544,Spring,0,1, Mist + Cloudy ,9.02,10.605,55,15.0013,1294272000000000000,21,Thursday,January,48
1545,Winter,0,0, Mist + Cloudy ,14.76,17.425,66,12.998,1321142400000000000,1,Sunday,November,71
1546,Winter,0,1, Mist + Cloudy ,16.4,20.455,54,11.0014,1351728000000000000,16,Thursday,November,344
1547,Summer,0,1, Clear + Few clouds,27.06,31.06,27,11.0014,1337212800000000000,18,Thursday,May,868
1548,Winter,0,1, Mist + Cloudy ,18.86,22.725,59,32.9975,1323907200000000000,12,Thursday,December,157
1549,Fall,0,1, Clear + Few clouds,15.58,19.695,71,15.0013,1316131200000000000,6,Friday,September,93
1550,Winter,0,1, Clear + Few clouds,17.22,21.21,35,30.0026,1354665600000000000,18,Wednesday,December,609
1551,Summer,0,1, Mist + Cloudy ,21.32,25.0,88,19.0012,1302480000000000000,8,Monday,April,314
1552,Spring,1,0, Mist + Cloudy ,7.38,8.335,55,16.9979,1295222400000000000,18,Monday,January,92
1553,Spring,0,1, Clear + Few clouds,9.02,12.88,41,6.0032,1297814400000000000,0,Wednesday,February,15
1554,Fall,0,1, Clear + Few clouds,27.88,31.82,69,15.0013,1312502400000000000,23,Friday,August,139
1555,Summer,0,1, Mist + Cloudy ,24.6,31.06,46,11.0014,1338854400000000000,13,Tuesday,June,267
1556,Summer,0,1, Clear + Few clouds,26.24,29.545,78,8.9981,1339372800000000000,4,Monday,June,7
1557,Fall,0,1, Clear + Few clouds,27.06,30.305,83,8.9981,1341878400000000000,5,Tuesday,July,42
1558,Fall,0,1, Mist + Cloudy ,31.98,35.605,49,12.998,1344988800000000000,13,Wednesday,August,294
1559,Spring,0,0, Clear + Few clouds,13.94,15.15,29,27.9993,1297468800000000000,16,Saturday,February,145
1560,Fall,0,1, Clear + Few clouds,31.16,36.365,66,8.9981,1344211200000000000,11,Monday,August,260
1561,Fall,0,0, Clear + Few clouds,28.7,33.335,74,15.0013,1313193600000000000,18,Saturday,August,292
1562,Summer,0,0, Mist + Cloudy ,19.68,23.485,82,16.9979,1304208000000000000,17,Sunday,May,196
1563,Spring,0,1, Clear + Few clouds,18.86,22.725,88,11.0014,1332115200000000000,2,Monday,March,8
1564,Fall,0,0, Clear + Few clouds,32.8,34.85,33,0.0,1344729600000000000,17,Sunday,August,505
1565,Spring,0,1, Clear + Few clouds,5.74,6.82,69,12.998,1297382400000000000,10,Friday,February,44
1566,Spring,0,0, Mist + Cloudy ,16.4,20.455,76,15.0013,1299283200000000000,11,Saturday,March,159
1567,Summer,0,1, Clear + Few clouds,13.12,15.15,45,19.0012,1334102400000000000,2,Wednesday,April,2
1568,Winter,0,0, Clear + Few clouds,12.3,15.91,75,6.0032,1322956800000000000,1,Sunday,December,74
1569,Spring,0,0, Clear + Few clouds,13.94,15.91,27,19.0012,1331337600000000000,14,Saturday,March,379
1570,Winter,0,0, Clear + Few clouds,22.96,26.515,37,15.0013,1352592000000000000,15,Sunday,November,724
1571,Winter,0,0, Clear + Few clouds,16.4,20.455,76,7.0015,1318636800000000000,7,Saturday,October,57
1572,Spring,0,0, Clear + Few clouds,9.84,11.365,65,12.998,1299888000000000000,1,Saturday,March,18
1573,Summer,0,0," Light Snow, Light Rain",24.6,31.06,35,11.0014,1304726400000000000,14,Saturday,May,378
1574,Winter,0,1, Clear + Few clouds,21.32,25.0,72,0.0,1317772800000000000,22,Wednesday,October,154
1575,Summer,0,0, Clear + Few clouds,20.5,24.24,48,0.0,1336780800000000000,1,Saturday,May,93
1576,Summer,0,0, Clear + Few clouds,20.5,24.24,39,16.9979,1333843200000000000,23,Sunday,April,51
1577,Winter,0,0, Clear + Few clouds,23.78,27.275,49,31.0009,1318723200000000000,17,Sunday,October,405
1578,Spring,0,1, Clear + Few clouds,4.92,7.575,54,8.9981,1294876800000000000,7,Thursday,January,72
1579,Fall,0,1, Clear + Few clouds,31.16,34.09,43,15.0013,1342051200000000000,17,Thursday,July,795
1580,Winter,0,0, Clear + Few clouds,14.76,17.425,93,8.9981,1349568000000000000,23,Sunday,October,80
1581,Spring,0,0, Mist + Cloudy ,9.84,10.605,100,19.0012,1296864000000000000,17,Saturday,February,78
1582,Winter,0,0, Clear + Few clouds,10.66,12.88,70,12.998,1321056000000000000,8,Saturday,November,101
1583,Summer,0,1, Clear + Few clouds,20.5,24.24,31,7.0015,1333584000000000000,15,Thursday,April,269
1584,Winter,0,1, Mist + Cloudy ,13.94,15.91,66,15.0013,1323907200000000000,8,Thursday,December,457
1585,Spring,0,1, Clear + Few clouds,9.84,11.365,65,15.0013,1298937600000000000,23,Tuesday,March,25
1586,Winter,0,1, Clear + Few clouds,25.42,28.79,83,19.0012,1318464000000000000,20,Thursday,October,181
1587,Summer,0,0, Mist + Cloudy ,9.84,12.12,75,11.0014,1301702400000000000,5,Saturday,April,5
1588,Summer,0,1," Light Snow, Light Rain",23.78,27.275,83,8.9981,1337040000000000000,3,Tuesday,May,6
1589,Spring,0,1," Light Snow, Light Rain",8.2,9.09,100,22.0028,1299456000000000000,1,Monday,March,2
1590,Winter,0,1," Light Snow, Light Rain",22.14,25.76,100,6.0032,1318464000000000000,8,Thursday,October,209
1591,Summer,0,1, Mist + Cloudy ,20.5,24.24,59,7.0015,1305072000000000000,1,Wednesday,May,20
1592,Summer,0,1, Clear + Few clouds,31.98,34.09,31,8.9981,1307318400000000000,14,Monday,June,145
1593,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,0.0,1315353600000000000,17,Wednesday,September,285
1594,Spring,0,1, Clear + Few clouds,13.12,15.91,49,12.998,1330992000000000000,20,Tuesday,March,187
1595,Fall,0,1, Clear + Few clouds,25.42,31.06,50,8.9981,1313107200000000000,6,Friday,August,76
1596,Fall,0,1, Clear + Few clouds,27.06,31.06,74,15.0013,1309824000000000000,3,Tuesday,July,8
1597,Spring,0,1, Mist + Cloudy ,10.66,13.635,65,7.0015,1329177600000000000,4,Tuesday,February,2
1598,Winter,0,1, Clear + Few clouds,13.12,15.91,66,11.0014,1351814400000000000,1,Friday,November,24
1599,Winter,0,0, Clear + Few clouds,10.66,15.15,81,0.0,1320537600000000000,1,Sunday,November,115
1600,Spring,0,0, Mist + Cloudy ,8.2,11.365,69,7.0015,1297555200000000000,3,Sunday,February,12
1601,Winter,0,1, Clear + Few clouds,26.24,31.06,47,22.0028,1317772800000000000,16,Wednesday,October,282
1602,Fall,0,1, Clear + Few clouds,28.7,32.575,65,8.9981,1341273600000000000,6,Tuesday,July,154
1603,Fall,0,0, Clear + Few clouds,27.06,31.06,39,8.9981,1347753600000000000,14,Sunday,September,635
1604,Summer,0,0, Mist + Cloudy ,21.32,25.0,100,0.0,1305417600000000000,0,Sunday,May,39
1605,Spring,0,1, Mist + Cloudy ,13.12,16.665,93,8.9981,1300233600000000000,9,Wednesday,March,154
1606,Spring,0,1, Clear + Few clouds,11.48,14.395,70,7.0015,1329264000000000000,4,Wednesday,February,1
1607,Winter,0,1, Clear + Few clouds,11.48,15.91,41,0.0,1354752000000000000,12,Thursday,December,235
1608,Summer,0,0, Clear + Few clouds,22.96,26.515,56,8.9981,1339891200000000000,0,Sunday,June,148
1609,Winter,0,1, Mist + Cloudy ,12.3,14.395,75,12.998,1354838400000000000,8,Friday,December,441
1610,Summer,0,0," Light Snow, Light Rain",17.22,21.21,94,30.0026,1302912000000000000,11,Saturday,April,31
1611,Winter,0,1, Clear + Few clouds,18.04,21.97,77,6.0032,1349049600000000000,1,Monday,October,18
1612,Summer,0,1, Clear + Few clouds,23.78,27.275,49,19.9995,1338768000000000000,23,Monday,June,86
1613,Summer,0,1, Clear + Few clouds,22.14,25.76,32,15.0013,1334620800000000000,23,Tuesday,April,82
1614,Winter,0,1, Clear + Few clouds,25.42,31.06,43,19.0012,1318550400000000000,15,Friday,October,230
1615,Winter,0,1, Clear + Few clouds,24.6,29.545,69,15.0013,1349395200000000000,21,Friday,October,267
